timestamp,CMI10,
2024/9/18 00:00,7134.478479,
2024/9/18 00:15,7113.033822,-0.003005778
2024/9/18 00:30,7121.492931,0.001189241
2024/9/18 00:45,7105.618859,-0.002229037
2024/9/18 01:00,7101.595941,-0.00056616
2024/9/18 01:15,7111.489119,0.001393092
2024/9/18 01:30,7100.629209,-0.001527094
2024/9/18 01:45,7115.253427,0.002059566
2024/9/18 02:00,7110.301877,-0.000695906
2024/9/18 02:15,7119.63255,0.001312275
2024/9/18 02:30,7102.683504,-0.002380607
2024/9/18 02:45,7066.495873,-0.005094924
2024/9/18 03:00,7079.114442,0.00178569
2024/9/18 03:15,7053.734222,-0.003585225
2024/9/18 03:30,7021.009477,-0.004639351
2024/9/18 03:45,7003.061506,-0.002556323
2024/9/18 04:00,7002.663316,-5.68594E-05
2024/9/18 04:15,7027.807433,0.003590651
2024/9/18 04:30,7005.793831,-0.003132357
2024/9/18 04:45,7018.895726,0.001870151
2024/9/18 05:00,7036.058469,0.00244522
2024/9/18 05:15,7041.995948,0.000843864
2024/9/18 05:30,7048.236826,0.000886237
2024/9/18 05:45,7043.410539,-0.000684751
2024/9/18 06:00,7031.952502,-0.001626774
2024/9/18 06:15,7024.812012,-0.001015435
2024/9/18 06:30,7035.912297,0.001580154
2024/9/18 06:45,7031.541743,-0.000621178
2024/9/18 07:00,7013.846353,-0.002516573
2024/9/18 07:15,7022.345838,0.001211815
2024/9/18 07:30,7026.76851,0.0006298
2024/9/18 07:45,7040.275091,0.001922161
2024/9/18 08:00,7019.333888,-0.002974487
2024/9/18 08:15,7011.917199,-0.001056609
2024/9/18 08:30,7013.957346,0.000290954
2024/9/18 08:45,7029.981113,0.002284554
2024/9/18 09:00,7010.293217,-0.002800562
2024/9/18 09:15,7029.211464,0.002698639
2024/9/18 09:30,7032.595027,0.000481357
2024/9/18 09:45,7016.020658,-0.002356793
2024/9/18 10:00,7028.47139,0.001774615
2024/9/18 10:15,7022.900514,-0.000792616
2024/9/18 10:30,7032.201677,0.001324405
2024/9/18 10:45,7043.545744,0.00161316
2024/9/18 11:00,7070.582456,0.003838509
2024/9/18 11:15,7073.187043,0.00036837
2024/9/18 11:30,7088.555947,0.00217284
2024/9/18 11:45,7061.433468,-0.003826235
2024/9/18 12:00,7071.272816,0.001393392
2024/9/18 12:15,7074.961956,0.000521708
2024/9/18 12:30,7055.290876,-0.00278038
2024/9/18 12:45,7051.030664,-0.000603832
2024/9/18 13:00,7045.257363,-0.000818788
2024/9/18 13:15,7042.823591,-0.000345448
2024/9/18 13:30,7026.77812,-0.002278272
2024/9/18 13:45,7029.667651,0.000411217
2024/9/18 14:00,7039.164588,0.001350979
2024/9/18 14:15,7037.0617,-0.000298741
2024/9/18 14:30,7040.763333,0.00052602
2024/9/18 14:45,7054.304082,0.001923193
2024/9/18 15:00,7056.53872,0.000316777
2024/9/18 15:15,7050.37887,-0.000872928
2024/9/18 15:30,7050.905291,7.46656E-05
2024/9/18 15:45,7051.512687,8.61443E-05
2024/9/18 16:00,7024.281012,-0.00386182
2024/9/18 16:15,7020.685037,-0.000511935
2024/9/18 16:30,7020.65881,-3.73563E-06
2024/9/18 16:45,7024.655273,0.000569243
2024/9/18 17:00,7002.682352,-0.003127971
2024/9/18 17:15,6996.90142,-0.000825531
2024/9/18 17:30,6992.867223,-0.000576569
2024/9/18 17:45,6960.695439,-0.004600657
2024/9/18 18:00,6947.108974,-0.001951883
2024/9/18 18:15,6963.410849,0.00234657
2024/9/18 18:30,6982.350906,0.00271994
