timestamp,CMI10,
2023/7/26 00:00,3139.251086,
2023/7/26 00:15,3137.152833,-0.000668393
2023/7/26 00:30,3138.320995,0.000372364
2023/7/26 00:45,3136.571351,-0.00055751
2023/7/26 01:00,3132.924334,-0.00116274
2023/7/26 01:15,3141.001156,0.002578046
2023/7/26 01:30,3140.928493,-2.31337E-05
2023/7/26 01:45,3141.877982,0.000302296
2023/7/26 02:00,3143.213154,0.00042496
2023/7/26 02:15,3142.274352,-0.000298676
2023/7/26 02:30,3143.69384,0.000451739
2023/7/26 02:45,3140.489262,-0.001019367
2023/7/26 03:00,3140.7533,8.40754E-05
2023/7/26 03:15,3139.828341,-0.000294502
2023/7/26 03:30,3136.67303,-0.001004931
2023/7/26 03:45,3133.665813,-0.000958728
2023/7/26 04:00,3133.892984,7.24937E-05
2023/7/26 04:15,3137.283023,0.001081734
2023/7/26 04:30,3136.448086,-0.000266134
2023/7/26 04:45,3137.316267,0.000276804
2023/7/26 05:00,3137.877887,0.000179013
2023/7/26 05:15,3139.108836,0.000392287
2023/7/26 05:30,3137.182303,-0.00061372
2023/7/26 05:45,3137.166896,-4.91109E-06
2023/7/26 06:00,3138.207869,0.000331819
2023/7/26 06:15,3136.310898,-0.000604476
2023/7/26 06:30,3136.727698,0.000132895
2023/7/26 06:45,3134.735406,-0.00063515
2023/7/26 07:00,3134.133816,-0.000191911
2023/7/26 07:15,3135.357088,0.000390306
2023/7/26 07:30,3136.175749,0.000261106
2023/7/26 07:45,3136.784745,0.000194184
2023/7/26 08:00,3134.744342,-0.000650476
2023/7/26 08:15,3133.065741,-0.000535483
2023/7/26 08:30,3132.243197,-0.000262536
2023/7/26 08:45,3130.322916,-0.000613069
2023/7/26 09:00,3128.469347,-0.000592133
2023/7/26 09:15,3128.935289,0.000148936
2023/7/26 09:30,3127.731375,-0.000384768
2023/7/26 09:45,3126.55037,-0.000377592
2023/7/26 10:00,3128.009918,0.000466824
2023/7/26 10:15,3132.686659,0.001495117
2023/7/26 10:30,3131.773894,-0.000291368
2023/7/26 10:45,3142.995122,0.003583026
2023/7/26 11:00,3145.591884,0.000826206
2023/7/26 11:15,3137.591645,-0.002543318
2023/7/26 11:30,3139.021181,0.000455616
2023/7/26 11:45,3138.366717,-0.000208493
2023/7/26 12:00,3136.787748,-0.000503118
2023/7/26 12:15,3135.684919,-0.000351579
2023/7/26 12:30,3134.081337,-0.000511398
2023/7/26 12:45,3133.791057,-9.26204E-05
2023/7/26 13:00,3135.320299,0.000487985
2023/7/26 13:15,3136.650782,0.000424353
2023/7/26 13:30,3139.914038,0.001040363
2023/7/26 13:45,3140.973688,0.000337477
2023/7/26 14:00,3139.372833,-0.000509668
2023/7/26 14:15,3140.212278,0.000267393
2023/7/26 14:30,3134.798329,-0.001724071
2023/7/26 14:45,3134.59185,-6.58668E-05
2023/7/26 15:00,3137.746087,0.001006267
2023/7/26 15:15,3134.432168,-0.001056146
2023/7/26 15:30,3133.447384,-0.000314183
2023/7/26 15:45,3135.105406,0.000529137
2023/7/26 16:00,3136.152419,0.000333964
2023/7/26 16:15,3135.270139,-0.000281326
2023/7/26 16:30,3137.225106,0.00062354
2023/7/26 16:45,3135.873929,-0.000430692
2023/7/26 17:00,3135.051642,-0.000262219
2023/7/26 17:15,3132.93718,-0.000674458
2023/7/26 17:30,3130.062647,-0.00091752
2023/7/26 17:45,3132.38008,0.000740379
2023/7/26 18:00,3131.162986,-0.000388552
2023/7/26 18:15,3131.775358,0.000195573
2023/7/26 18:30,3133.288343,0.000483108
2023/7/26 18:45,3132.596429,-0.000220827
