timestamp,CMI10
2023-03-22 00:00:00,3025.125873
2023-03-22 00:15:00,3031.857261
2023-03-22 00:30:00,3053.8809509999996
2023-03-22 00:45:00,3054.1813789999997
2023-03-22 01:00:00,3040.8779410000006
2023-03-22 01:15:00,3040.8804569999998
2023-03-22 01:30:00,3026.6913799999998
2023-03-22 01:45:00,3016.3197470000005
2023-03-22 02:00:00,3019.2241799999997
2023-03-22 02:15:00,3029.4833550000008
2023-03-22 02:30:00,3027.5145669999997
2023-03-22 02:45:00,3030.166228
2023-03-22 03:00:00,3029.452217
2023-03-22 03:15:00,3033.734446
2023-03-22 03:30:00,3039.6929339999997
2023-03-22 03:45:00,3030.4003789999997
2023-03-22 04:00:00,3025.754855
2023-03-22 04:15:00,3031.7723239999996
2023-03-22 04:30:00,3031.43989
2023-03-22 04:45:00,3026.017391
2023-03-22 05:00:00,3015.828691
2023-03-22 05:15:00,3019.105877
2023-03-22 05:30:00,3017.634266
2023-03-22 05:45:00,3017.67385
2023-03-22 06:00:00,3022.909392
2023-03-22 06:15:00,3020.0133539999997
2023-03-22 06:30:00,3013.1216809999996
2023-03-22 06:45:00,3020.858599
2023-03-22 07:00:00,3019.1730600000005
2023-03-22 07:15:00,3029.907519
2023-03-22 07:30:00,3026.4444059999996
2023-03-22 07:45:00,3028.9501400000004
2023-03-22 08:00:00,3028.5488120000005
2023-03-22 08:15:00,3025.646387
2023-03-22 08:30:00,3013.733218
2023-03-22 08:45:00,3019.7195839999995
2023-03-22 09:00:00,3016.7067850000003
2023-03-22 09:15:00,3023.61683
2023-03-22 09:30:00,3024.0638050000002
2023-03-22 09:45:00,3026.350888
2023-03-22 10:00:00,3029.0742259999997
2023-03-22 10:15:00,3028.04162
2023-03-22 10:30:00,3024.7657489999997
2023-03-22 10:45:00,3022.6750340000003
2023-03-22 11:00:00,3036.759391
2023-03-22 11:15:00,3039.149853
2023-03-22 11:30:00,3036.076978
2023-03-22 11:45:00,3033.6989570000005
2023-03-22 12:00:00,3034.105719
2023-03-22 12:15:00,3033.648734
2023-03-22 12:30:00,3034.0086340000003
2023-03-22 12:45:00,3038.305979
2023-03-22 13:00:00,3038.885081
2023-03-22 13:15:00,3044.687384
2023-03-22 13:30:00,3040.69107
2023-03-22 13:45:00,3039.0913690000007
2023-03-22 14:00:00,3037.40451
2023-03-22 14:15:00,3035.1718730000002
2023-03-22 14:30:00,3034.8357179999994
2023-03-22 14:45:00,3039.073516
2023-03-22 15:00:00,3037.057267
2023-03-22 15:15:00,3038.6486849999997
2023-03-22 15:30:00,3025.3747860000003
2023-03-22 15:45:00,3028.126227
2023-03-22 16:00:00,3034.3319389999997
2023-03-22 16:15:00,3034.7557639999995
2023-03-22 16:30:00,3031.5892430000004
2023-03-22 16:45:00,3025.5738100000003
2023-03-22 17:00:00,3024.2652640000006
2023-03-22 17:15:00,3026.91856
2023-03-22 17:30:00,3025.596853
2023-03-22 17:45:00,3026.3754610000005
2023-03-22 18:00:00,3026.733589
2023-03-22 18:15:00,3028.351846
2023-03-22 18:30:00,3028.468265
2023-03-22 18:45:00,3032.0726050000003
